schema,signature,role,allowed
public,"upsert_my_default_shipping_address(text,text,text,text,text,text)",service_role,True
public,sync_market_order_address_to_default(),anon,False
public,sync_market_order_address_to_default(),authenticated,False
public,sync_market_order_address_to_default(),service_role,False
public,"upsert_my_market_shipping_profile(uuid,text,text,text,text,text,boolean,jsonb)",anon,False
public,"upsert_my_market_shipping_profile(uuid,text,text,text,text,text,boolean,jsonb)",authenticated,True
public,"upsert_my_market_shipping_profile(uuid,text,text,text,text,text,boolean,jsonb)",service_role,True
public,delete_my_market_shipping_profile(uuid),anon,False
public,delete_my_market_shipping_profile(uuid),authenticated,True
public,delete_my_market_shipping_profile(uuid),service_role,True
public,recalc_market_order_after_address_change(),anon,False
public,recalc_market_order_after_address_change(),authenticated,False
public,recalc_market_order_after_address_change(),service_role,False
public,"upsert_my_market_order_shipping_address(uuid,text,text,text,text,text,text)",anon,False
public,"upsert_my_market_order_shipping_address(uuid,text,text,text,text,text,text)",authenticated,True
public,"upsert_my_market_order_shipping_address(uuid,text,text,text,text,text,text)",service_role,True
public,"confirm_market_order_shipping(uuid,text,numeric,text)",anon,False
public,"confirm_market_order_shipping(uuid,text,numeric,text)",authenticated,True
public,"confirm_market_order_shipping(uuid,text,numeric,text)",service_role,True
public,validate_market_shipping_profile_rule(),anon,False
public,validate_market_shipping_profile_rule(),authenticated,False
public,validate_market_shipping_profile_rule(),service_role,False
public,"finalize_market_order_cancellation(uuid,uuid,text)",anon,False
public,"finalize_market_order_cancellation(uuid,uuid,text)",authenticated,False
public,"finalize_market_order_cancellation(uuid,uuid,text)",service_role,True
public,"dv_collect_move_card(uuid,uuid,integer,smallint)",anon,False
public,"dv_collect_move_card(uuid,uuid,integer,smallint)",authenticated,True
public,"dv_collect_move_card(uuid,uuid,integer,smallint)",service_role,True
public,get_my_market_order_cases(),anon,False
public,get_my_market_order_cases(),authenticated,True
public,get_my_market_order_cases(),service_role,True
public,"request_market_order_cancellation(uuid,text)",anon,False
public,"request_market_order_cancellation(uuid,text)",authenticated,True
public,"request_market_order_cancellation(uuid,text)",service_role,True
public,"respond_market_order_cancellation(uuid,boolean,text)",anon,False
public,"respond_market_order_cancellation(uuid,boolean,text)",authenticated,True
public,"respond_market_order_cancellation(uuid,boolean,text)",service_role,True
public,"dv_v16_reserve_scan(uuid,text,text,text)",anon,False
public,"dv_v16_reserve_scan(uuid,text,text,text)",authenticated,True
public,"dv_v16_reserve_scan(uuid,text,text,text)",service_role,True
public,withdraw_market_order_cancellation(uuid),anon,False
public,withdraw_market_order_cancellation(uuid),authenticated,True
public,withdraw_market_order_cancellation(uuid),service_role,True
public,"open_market_order_problem_v2(uuid,text,text)",anon,False
public,"open_market_order_problem_v2(uuid,text,text)",authenticated,True
public,"open_market_order_problem_v2(uuid,text,text)",service_role,True
public,"withdraw_market_order_problem(uuid,text)",anon,False
public,"withdraw_market_order_problem(uuid,text)",authenticated,True
public,"withdraw_market_order_problem(uuid,text)",service_role,True
public,"respond_market_order_problem(uuid,text)",anon,False
public,"respond_market_order_problem(uuid,text)",authenticated,True
public,"respond_market_order_problem(uuid,text)",service_role,True
public,dv_v16_openai_scan_budget(),anon,False
public,dv_v16_openai_scan_budget(),authenticated,True
public,dv_v16_openai_scan_budget(),service_role,True
public,"dv_v16_reserve_openai_scan(uuid,text,text,text)",anon,False
public,"dv_v16_reserve_openai_scan(uuid,text,text,text)",authenticated,True
public,"dv_v16_reserve_openai_scan(uuid,text,text,text)",service_role,True
public,"dv_v16_settle_openai_scan(uuid,integer,integer,bigint,bigint)",anon,False
public,"dv_v16_settle_openai_scan(uuid,integer,integer,bigint,bigint)",authenticated,True
public,"dv_v16_settle_openai_scan(uuid,integer,integer,bigint,bigint)",service_role,True
public,dv_v16_owner_openai_scan_settings(),anon,False
public,dv_v16_owner_openai_scan_settings(),authenticated,True
public,dv_v16_owner_openai_scan_settings(),service_role,True
public,"dv_v16_owner_update_openai_scan_policy(boolean,integer,integer,integer)",anon,False
public,"dv_v16_owner_update_openai_scan_policy(boolean,integer,integer,integer)",authenticated,True
public,"dv_v16_owner_update_openai_scan_policy(boolean,integer,integer,integer)",service_role,True
public,"edit_my_market_listing(uuid,text,numeric,text)",anon,False
public,"edit_my_market_listing(uuid,text,numeric,text)",authenticated,True
public,"edit_my_market_listing(uuid,text,numeric,text)",service_role,True
public,expire_market_listings(),anon,False
public,expire_market_listings(),authenticated,True
public,expire_market_listings(),service_role,True
public,"finish_my_market_listing(uuid,text)",anon,False
public,"finish_my_market_listing(uuid,text)",authenticated,True
public,"finish_my_market_listing(uuid,text)",service_role,True
public,"join_battle_match(uuid,text)",anon,False
public,"join_battle_match(uuid,text)",authenticated,True
public,"join_battle_match(uuid,text)",service_role,True
public,renew_my_market_listing(uuid),anon,False
public,renew_my_market_listing(uuid),authenticated,True
public,renew_my_market_listing(uuid),service_role,True
public,"accept_duelvanta_safety(text,text)",anon,False
public,"accept_duelvanta_safety(text,text)",authenticated,True
public,"accept_duelvanta_safety(text,text)",service_role,True
public,"save_my_market_seller_legal_profile(text,text,date,text,text,text,text,text,text,text,text,text,text,text,text,text,text,boolean)",anon,False
public,"save_my_market_seller_legal_profile(text,text,date,text,text,text,text,text,text,text,text,text,text,text,text,text,text,boolean)",authenticated,True
public,"save_my_market_seller_legal_profile(text,text,date,text,text,text,text,text,text,text,text,text,text,text,text,text,text,boolean)",service_role,True
public,"submit_my_market_seller_onboarding(boolean,boolean,boolean)",anon,False
public,"submit_my_market_seller_onboarding(boolean,boolean,boolean)",authenticated,True
public,"submit_my_market_seller_onboarding(boolean,boolean,boolean)",service_role,True
public,confirm_market_deal_complete(uuid),anon,False
public,confirm_market_deal_complete(uuid),authenticated,True
public,confirm_market_deal_complete(uuid),service_role,True
public,confirm_market_deal_received(uuid),anon,False
public,confirm_market_deal_received(uuid),authenticated,True
public,confirm_market_deal_received(uuid),service_role,True
public,"create_battle_match(text,text,text,text)",anon,False
public,"create_battle_match(text,text,text,text)",authenticated,True
public,"create_battle_match(text,text,text,text)",service_role,True
public,leave_battle_match(uuid),anon,False
public,leave_battle_match(uuid),authenticated,True
public,leave_battle_match(uuid),service_role,True
public,"leave_battle_moderation(uuid,text)",anon,False
public,"leave_battle_moderation(uuid,text)",authenticated,True
public,"leave_battle_moderation(uuid,text)",service_role,False
public,"open_market_deal_dispute(uuid,text)",anon,False
public,"open_market_deal_dispute(uuid,text)",authenticated,True
public,"open_market_deal_dispute(uuid,text)",service_role,True
public,"moderate_battle_report(uuid,text,text)",anon,False
public,"moderate_battle_report(uuid,text,text)",authenticated,True
public,"moderate_battle_report(uuid,text,text)",service_role,False
public,"report_battle_result(uuid,text)",anon,False
public,"report_battle_result(uuid,text)",authenticated,True
public,"report_battle_result(uuid,text)",service_role,True
public,"record_market_tax_remuneration(uuid,text,timestamp with time zone,numeric,numeric,numeric,numeric,text,text,jsonb)",anon,False
public,"record_market_tax_remuneration(uuid,text,timestamp with time zone,numeric,numeric,numeric,numeric,text,text,jsonb)",authenticated,False
public,"record_market_tax_remuneration(uuid,text,timestamp with time zone,numeric,numeric,numeric,numeric,text,text,jsonb)",service_role,True
public,"correct_market_tax_remuneration(uuid,text,timestamp with time zone,numeric,numeric,numeric,numeric,boolean,text,jsonb)",anon,False
public,"correct_market_tax_remuneration(uuid,text,timestamp with time zone,numeric,numeric,numeric,numeric,boolean,text,jsonb)",authenticated,False
public,"correct_market_tax_remuneration(uuid,text,timestamp with time zone,numeric,numeric,numeric,numeric,boolean,text,jsonb)",service_role,True
public,"report_battle_user(uuid,uuid,text,text)",anon,False
public,"report_battle_user(uuid,uuid,text,text)",authenticated,True
public,"report_battle_user(uuid,uuid,text,text)",service_role,True
public,"review_staff_application(uuid,text,text)",anon,False
public,"review_staff_application(uuid,text,text)",authenticated,True
public,"review_staff_application(uuid,text,text)",service_role,False
public,"set_battle_moderation_pause(uuid,boolean,text)",anon,False
public,"set_battle_moderation_pause(uuid,boolean,text)",authenticated,True
public,"set_battle_moderation_pause(uuid,boolean,text)",service_role,False
public,get_market_tax_export(uuid),anon,False
public,get_market_tax_export(uuid),authenticated,False
public,get_market_tax_export(uuid),service_role,True
public,"generate_market_tax_export(integer,integer,text)",anon,False
public,"generate_market_tax_export(integer,integer,text)",authenticated,False
public,"generate_market_tax_export(integer,integer,text)",service_role,True
public,"set_battle_ready(uuid,boolean)",anon,False
public,"set_battle_ready(uuid,boolean)",authenticated,True
public,"set_battle_ready(uuid,boolean)",service_role,True
public,"set_my_public_profile(text,text,text)",anon,False
public,"set_my_public_profile(text,text,text)",authenticated,True
public,"set_my_public_profile(text,text,text)",service_role,True
public,"set_staff_permission(uuid,text,boolean)",anon,False
public,"set_staff_permission(uuid,text,boolean)",authenticated,True
public,"set_staff_permission(uuid,text,boolean)",service_role,False
public,"set_staff_role(uuid,text,text)",anon,False
public,"set_staff_role(uuid,text,text)",authenticated,True
public,"set_staff_role(uuid,text,text)",service_role,False
public,start_battle_match(uuid),anon,False
public,start_battle_match(uuid),authenticated,True
public,start_battle_match(uuid),service_role,True
public,"submit_market_review(uuid,text,text)",anon,False
public,"submit_market_review(uuid,text,text)",authenticated,True
public,"submit_market_review(uuid,text,text)",service_role,True
public,"submit_staff_application(text,text[],text,text,text[],text,text)",anon,False
public,"submit_staff_application(text,text[],text,text,text[],text,text)",authenticated,True
public,"submit_staff_application(text,text[],text,text,text[],text,text)",service_role,True
public,set_my_market_seller_type(text),anon,False
public,set_my_market_seller_type(text),authenticated,True
public,set_my_market_seller_type(text),service_role,True
public,withdraw_my_market_offer(uuid),anon,False
public,withdraw_my_market_offer(uuid),authenticated,True
public,withdraw_my_market_offer(uuid),service_role,True
public,get_my_market_seller_onboarding(),anon,False
public,get_my_market_seller_onboarding(),authenticated,True
public,get_my_market_seller_onboarding(),service_role,True
public,get_market_seller_disclosure(uuid),anon,False
public,get_market_seller_disclosure(uuid),authenticated,True
public,get_market_seller_disclosure(uuid),service_role,True
public,"claim_account_deletion_requests(integer,uuid)",anon,False
public,"claim_account_deletion_requests(integer,uuid)",authenticated,False
public,"claim_account_deletion_requests(integer,uuid)",service_role,True
public,get_market_seller_disclosures(uuid[]),anon,False
public,get_market_seller_disclosures(uuid[]),authenticated,True
public,get_market_seller_disclosures(uuid[]),service_role,True
public,"review_market_seller_onboarding(uuid,text,text)",anon,False
public,"review_market_seller_onboarding(uuid,text,text)",authenticated,True
public,"review_market_seller_onboarding(uuid,text,text)",service_role,False
public,set_marketplace_seller_onboarding_enforcement(boolean),anon,False
public,set_marketplace_seller_onboarding_enforcement(boolean),authenticated,True
public,set_marketplace_seller_onboarding_enforcement(boolean),service_role,False
public,"submit_marketplace_listing_notice(uuid,text,text,text,text,text,text,boolean)",anon,True
public,"submit_marketplace_listing_notice(uuid,text,text,text,text,text,text,boolean)",authenticated,True
public,"submit_marketplace_listing_notice(uuid,text,text,text,text,text,text,boolean)",service_role,True
public,"get_marketplace_notice_status(text,text)",anon,True
public,"get_marketplace_notice_status(text,text)",authenticated,True
public,"get_marketplace_notice_status(text,text)",service_role,True
public,"submit_marketplace_notice_appeal(text,text,text)",anon,True
public,"submit_marketplace_notice_appeal(text,text,text)",authenticated,True
public,"submit_marketplace_notice_appeal(text,text,text)",service_role,True
public,get_owner_marketplace_notices(text),anon,False
public,get_owner_marketplace_notices(text),authenticated,True
public,get_owner_marketplace_notices(text),service_role,False
public,"release_account_deletion_hold(uuid,text)",anon,False
public,"release_account_deletion_hold(uuid,text)",authenticated,False
public,"release_account_deletion_hold(uuid,text)",service_role,True
public,"decide_marketplace_listing_notice(uuid,text,text,text,text,text,text,boolean)",anon,False
public,"decide_marketplace_listing_notice(uuid,text,text,text,text,text,text,boolean)",authenticated,True
public,"decide_marketplace_listing_notice(uuid,text,text,text,text,text,text,boolean)",service_role,False
public,"review_marketplace_notice_appeal(uuid,text,text)",anon,False
public,"review_marketplace_notice_appeal(uuid,text,text)",authenticated,True
public,"review_marketplace_notice_appeal(uuid,text,text)",service_role,False
public,get_my_marketplace_moderation_cases(),anon,False
public,get_my_marketplace_moderation_cases(),authenticated,True
public,get_my_marketplace_moderation_cases(),service_role,True
public,"bind_market_stripe_checkout_session(uuid,text)",anon,False
public,"bind_market_stripe_checkout_session(uuid,text)",authenticated,False
public,"bind_market_stripe_checkout_session(uuid,text)",service_role,True
public,"submit_my_marketplace_moderation_appeal(uuid,text)",anon,False
public,"submit_my_marketplace_moderation_appeal(uuid,text)",authenticated,True
public,"submit_my_marketplace_moderation_appeal(uuid,text)",service_role,True
public,"apply_market_stripe_event(text,text,text,boolean,text,text,timestamp with time zone,jsonb)",anon,False
public,"apply_market_stripe_event(text,text,text,boolean,text,text,timestamp with time zone,jsonb)",authenticated,False
public,"apply_market_stripe_event(text,text,text,boolean,text,text,timestamp with time zone,jsonb)",service_role,True
public,"review_market_checkout(uuid,integer)",anon,False
public,"review_market_checkout(uuid,integer)",authenticated,True
public,"review_market_checkout(uuid,integer)",service_role,True
public,"buy_market_listing_v3(uuid,integer,uuid,timestamp with time zone,text)",anon,False
public,"buy_market_listing_v3(uuid,integer,uuid,timestamp with time zone,text)",authenticated,False
public,"buy_market_listing_v3(uuid,integer,uuid,timestamp with time zone,text)",service_role,True
public,get_my_market_order_contract_documents(uuid),anon,False
public,get_my_market_order_contract_documents(uuid),authenticated,True
public,get_my_market_order_contract_documents(uuid),service_role,True
public,"claim_marketplace_message_delivery(integer,uuid)",anon,False
public,"claim_marketplace_message_delivery(integer,uuid)",authenticated,False
public,"claim_marketplace_message_delivery(integer,uuid)",service_role,True
public,"finish_marketplace_message_delivery(uuid,uuid,boolean,text,text)",anon,False
public,"finish_marketplace_message_delivery(uuid,uuid,boolean,text,text)",authenticated,False
public,"finish_marketplace_message_delivery(uuid,uuid,boolean,text,text)",service_role,True
public,export_my_duelvanta_data(),anon,False
public,export_my_duelvanta_data(),authenticated,True
public,export_my_duelvanta_data(),service_role,True
public,"request_my_account_deletion(text,uuid)",anon,False
public,"request_my_account_deletion(text,uuid)",authenticated,True
public,"request_my_account_deletion(text,uuid)",service_role,True
public,"prepare_account_deletion_data(uuid,uuid)",anon,False
public,"prepare_account_deletion_data(uuid,uuid)",authenticated,False
public,"prepare_account_deletion_data(uuid,uuid)",service_role,True
public,"confirm_market_swap_revision_v1(uuid,uuid)",anon,False
public,"confirm_market_swap_revision_v1(uuid,uuid)",authenticated,False
public,"confirm_market_swap_revision_v1(uuid,uuid)",service_role,True
public,"propose_market_swap_revision_v1(uuid,uuid[],uuid[])",anon,False
public,"propose_market_swap_revision_v1(uuid,uuid[],uuid[])",authenticated,False
public,"propose_market_swap_revision_v1(uuid,uuid[],uuid[])",service_role,True
public,"finish_account_deletion_request(uuid,uuid,boolean,text)",anon,False
public,"finish_account_deletion_request(uuid,uuid,boolean,text)",authenticated,False
public,"finish_account_deletion_request(uuid,uuid,boolean,text)",service_role,True
public,get_market_payment_sandbox_status(),anon,False
public,get_market_payment_sandbox_status(),authenticated,True
public,get_market_payment_sandbox_status(),service_role,True
public,"prepare_market_stripe_onboarding(uuid,uuid)",anon,False
public,"prepare_market_stripe_onboarding(uuid,uuid)",authenticated,False
public,"prepare_market_stripe_onboarding(uuid,uuid)",service_role,True
public,"register_market_stripe_test_account(uuid,uuid,text)",anon,False
public,"register_market_stripe_test_account(uuid,uuid,text)",authenticated,False
public,"register_market_stripe_test_account(uuid,uuid,text)",service_role,True
public,"mark_market_stripe_onboarding_link_created(uuid,text)",anon,False
public,"mark_market_stripe_onboarding_link_created(uuid,text)",authenticated,False
public,"mark_market_stripe_onboarding_link_created(uuid,text)",service_role,True
public,"prepare_market_stripe_payment(uuid,uuid,uuid)",anon,False
public,"prepare_market_stripe_payment(uuid,uuid,uuid)",authenticated,False
public,"prepare_market_stripe_payment(uuid,uuid,uuid)",service_role,True
public,"prepare_market_stripe_full_refund(uuid,uuid,text)",anon,False
public,"prepare_market_stripe_full_refund(uuid,uuid,text)",authenticated,False
public,"prepare_market_stripe_full_refund(uuid,uuid,text)",service_role,True
public,"mark_market_stripe_refund_submitted(uuid,text)",anon,False
public,"mark_market_stripe_refund_submitted(uuid,text)",authenticated,False
public,"mark_market_stripe_refund_submitted(uuid,text)",service_role,True
public,get_my_market_payment_records(uuid),anon,False
public,get_my_market_payment_records(uuid),authenticated,True
public,get_my_market_payment_records(uuid),service_role,True
public,"issue_market_financial_document(uuid,text,jsonb,integer,integer,integer)",anon,False
public,"issue_market_financial_document(uuid,text,jsonb,integer,integer,integer)",authenticated,False
public,"issue_market_financial_document(uuid,text,jsonb,integer,integer,integer)",service_role,True
public,get_owner_market_seller_reviews(text),anon,False
public,get_owner_market_seller_reviews(text),authenticated,True
public,get_owner_market_seller_reviews(text),service_role,False
public,get_my_market_owner_access(),anon,False
public,get_my_market_owner_access(),authenticated,True
public,get_my_market_owner_access(),service_role,True
public,"reconcile_market_stripe_refund_evidence(text,text,text,text)",anon,False
public,"reconcile_market_stripe_refund_evidence(text,text,text,text)",authenticated,False
public,"reconcile_market_stripe_refund_evidence(text,text,text,text)",service_role,True
public,get_my_trade_actions(),anon,False
public,get_my_trade_actions(),authenticated,True
public,get_my_trade_actions(),service_role,True
public,"record_market_order_delivery_evidence_b07(uuid,timestamp with time zone,text,text)",anon,False
public,"record_market_order_delivery_evidence_b07(uuid,timestamp with time zone,text,text)",authenticated,False
public,"record_market_order_delivery_evidence_b07(uuid,timestamp with time zone,text,text)",service_role,True
public,get_my_market_trade_eligibility(),anon,False
public,get_my_market_trade_eligibility(),authenticated,True
public,get_my_market_trade_eligibility(),service_role,True
public,"confirm_my_market_trade_eligibility(date,text,boolean)",anon,False
public,"confirm_my_market_trade_eligibility(date,text,boolean)",authenticated,True
public,"confirm_my_market_trade_eligibility(date,text,boolean)",service_role,True
public,request_market_order_delivery_review_b07(uuid),anon,False
public,request_market_order_delivery_review_b07(uuid),authenticated,True
public,request_market_order_delivery_review_b07(uuid),service_role,True
public,get_owner_market_delivery_reviews_b07(text),anon,False
public,get_owner_market_delivery_reviews_b07(text),authenticated,True
public,get_owner_market_delivery_reviews_b07(text),service_role,False
public,"close_market_swap_thread_v1(uuid,text)",anon,False
public,"close_market_swap_thread_v1(uuid,text)",authenticated,False
public,"close_market_swap_thread_v1(uuid,text)",service_role,True
public,get_battle_disputes_for_moderation(),anon,False
public,get_battle_disputes_for_moderation(),authenticated,True
public,get_battle_disputes_for_moderation(),service_role,False
public,"review_market_order_delivery_b07(uuid,text,timestamp with time zone,text,text)",anon,False
public,"review_market_order_delivery_b07(uuid,text,timestamp with time zone,text,text)",authenticated,True
public,"review_market_order_delivery_b07(uuid,text,timestamp with time zone,text,text)",service_role,False
public,advance_market_order_lifecycle_b07(),anon,False
public,advance_market_order_lifecycle_b07(),authenticated,False
public,advance_market_order_lifecycle_b07(),service_role,True
public,"create_market_swap_proposal_v1(uuid,uuid[])",anon,False
public,"create_market_swap_proposal_v1(uuid,uuid[])",authenticated,False
public,"create_market_swap_proposal_v1(uuid,uuid[])",service_role,True
public,"mark_market_swap_shipped_v1(uuid,text,text)",anon,False
public,"mark_market_swap_shipped_v1(uuid,text,text)",authenticated,False
public,"mark_market_swap_shipped_v1(uuid,text,text)",service_role,True
public,"open_market_swap_problem_v1(uuid,uuid,text,text)",anon,False
public,"open_market_swap_problem_v1(uuid,uuid,text,text)",authenticated,False
public,"open_market_swap_problem_v1(uuid,uuid,text,text)",service_role,True
public,"respond_market_swap_problem_v1(uuid,text)",anon,False
public,"respond_market_swap_problem_v1(uuid,text)",authenticated,False
public,"respond_market_swap_problem_v1(uuid,text)",service_role,True
public,"withdraw_market_swap_problem_v1(uuid,text)",anon,False
public,"withdraw_market_swap_problem_v1(uuid,text)",authenticated,False
public,"withdraw_market_swap_problem_v1(uuid,text)",service_role,True
public,get_my_market_swap_cases_v1(),anon,False
public,get_my_market_swap_cases_v1(),authenticated,True
public,get_my_market_swap_cases_v1(),service_role,True
public,"send_market_pickup_message_v1(text,uuid,text)",anon,False
public,"send_market_pickup_message_v1(text,uuid,text)",authenticated,True
public,"send_market_pickup_message_v1(text,uuid,text)",service_role,True
public,"create_market_swap_proposal_v2(uuid,uuid[],text)",anon,False
public,"create_market_swap_proposal_v2(uuid,uuid[],text)",authenticated,False
public,"create_market_swap_proposal_v2(uuid,uuid[],text)",service_role,True
public,get_my_market_swaps_v1(),anon,False
public,get_my_market_swaps_v1(),authenticated,True
public,get_my_market_swaps_v1(),service_role,True
public,create_market_swap_pickup_code_v1(uuid),anon,False
public,create_market_swap_pickup_code_v1(uuid),authenticated,False
public,create_market_swap_pickup_code_v1(uuid),service_role,True
public,"confirm_market_swap_pickup_v1(uuid,text)",anon,False
public,"confirm_market_swap_pickup_v1(uuid,text)",authenticated,False
public,"confirm_market_swap_pickup_v1(uuid,text)",service_role,True
public,"confirm_market_swap_received_v1(uuid,uuid)",anon,False
public,"confirm_market_swap_received_v1(uuid,uuid)",authenticated,False
public,"confirm_market_swap_received_v1(uuid,uuid)",service_role,True
public,"get_market_pickup_conversation_v1(text,uuid)",anon,False
public,"get_market_pickup_conversation_v1(text,uuid)",authenticated,True
public,"get_market_pickup_conversation_v1(text,uuid)",service_role,True
public,list_my_market_pickup_conversations_v1(),anon,False
public,list_my_market_pickup_conversations_v1(),authenticated,True
public,list_my_market_pickup_conversations_v1(),service_role,True
public,"confirm_market_pickup_handover_b07(uuid,text)",anon,False
public,"confirm_market_pickup_handover_b07(uuid,text)",authenticated,True
public,"confirm_market_pickup_handover_b07(uuid,text)",service_role,True
public,create_market_pickup_handover_code_b07(uuid),anon,False
public,create_market_pickup_handover_code_b07(uuid),authenticated,True
public,create_market_pickup_handover_code_b07(uuid),service_role,True
public,get_my_market_order_b07_status(),anon,False
public,get_my_market_order_b07_status(),authenticated,True
public,get_my_market_order_b07_status(),service_role,True
public,normalize_market_notification_v2_read_state(),anon,False
public,normalize_market_notification_v2_read_state(),authenticated,False
public,normalize_market_notification_v2_read_state(),service_role,False
public,"propose_market_swap_revision_v2(uuid,uuid[],uuid[],text)",anon,False
public,"propose_market_swap_revision_v2(uuid,uuid[],uuid[],text)",authenticated,False
public,"propose_market_swap_revision_v2(uuid,uuid[],uuid[],text)",service_role,True
public,sync_my_trade_notifications_v2(),anon,False
public,sync_my_trade_notifications_v2(),authenticated,True
public,sync_my_trade_notifications_v2(),service_role,True
public,get_my_market_notifications(integer),anon,False
public,get_my_market_notifications(integer),authenticated,True
public,get_my_market_notifications(integer),service_role,True
public,"resolve_battle_dispute(uuid,text,text)",anon,False
public,"resolve_battle_dispute(uuid,text,text)",authenticated,True
public,"resolve_battle_dispute(uuid,text,text)",service_role,False
public,get_my_market_offers_v2(),anon,False
public,get_my_market_offers_v2(),authenticated,True
public,get_my_market_offers_v2(),service_role,True
public,get_public_market_listing_v1(uuid),anon,True
public,get_public_market_listing_v1(uuid),authenticated,True
public,get_public_market_listing_v1(uuid),service_role,True
public,expire_market_offer_reservations_v1(),anon,False
public,expire_market_offer_reservations_v1(),authenticated,True
public,expire_market_offer_reservations_v1(),service_role,True
public,review_market_offer_checkout_v1(uuid),anon,False
public,review_market_offer_checkout_v1(uuid),authenticated,True
public,review_market_offer_checkout_v1(uuid),service_role,True
public,confirm_market_order_received(uuid),anon,False
public,confirm_market_order_received(uuid),authenticated,True
public,confirm_market_order_received(uuid),service_role,True
public,"checkout_accepted_market_offer_v1(uuid,uuid,text)",anon,False
public,"checkout_accepted_market_offer_v1(uuid,uuid,text)",authenticated,False
public,"checkout_accepted_market_offer_v1(uuid,uuid,text)",service_role,True
public,"leave_battle_spectator(uuid,uuid)",anon,False
public,"leave_battle_spectator(uuid,uuid)",authenticated,True
public,"leave_battle_spectator(uuid,uuid)",service_role,True
public,list_battle_spectator_matches(text),anon,False
public,list_battle_spectator_matches(text),authenticated,True
public,list_battle_spectator_matches(text),service_role,True
public,"join_battle_spectator(uuid,uuid,text)",anon,False
public,"join_battle_spectator(uuid,uuid,text)",authenticated,True
public,"join_battle_spectator(uuid,uuid,text)",service_role,True
public,"heartbeat_battle_spectator(uuid,uuid)",anon,False
public,"heartbeat_battle_spectator(uuid,uuid)",authenticated,True
public,"heartbeat_battle_spectator(uuid,uuid)",service_role,True
public,get_battle_spectator_status(uuid),anon,False
public,get_battle_spectator_status(uuid),authenticated,True
public,get_battle_spectator_status(uuid),service_role,True
public,"set_battle_spectator_link(uuid,boolean)",anon,False
public,"set_battle_spectator_link(uuid,boolean)",authenticated,True
public,"set_battle_spectator_link(uuid,boolean)",service_role,True
public,"set_battle_spectator_media_consent(uuid,boolean)",anon,False
public,"set_battle_spectator_media_consent(uuid,boolean)",authenticated,True
public,"set_battle_spectator_media_consent(uuid,boolean)",service_role,True
public,get_battle_spectator_media_status(uuid),anon,False
public,get_battle_spectator_media_status(uuid),authenticated,True
public,get_battle_spectator_media_status(uuid),service_role,True
public,"reserve_battle_spectator_media_viewer(uuid,uuid)",anon,False
public,"reserve_battle_spectator_media_viewer(uuid,uuid)",authenticated,True
public,"reserve_battle_spectator_media_viewer(uuid,uuid)",service_role,True
public,get_battle_spectator_media_publisher_admission(uuid),anon,False
public,get_battle_spectator_media_publisher_admission(uuid),authenticated,True
public,get_battle_spectator_media_publisher_admission(uuid),service_role,True
public,get_pending_battle_spectator_media_revocations(integer),anon,False
public,get_pending_battle_spectator_media_revocations(integer),authenticated,False
public,get_pending_battle_spectator_media_revocations(integer),service_role,True
public,complete_battle_spectator_media_revocation(bigint),anon,False
public,complete_battle_spectator_media_revocation(bigint),authenticated,False
public,complete_battle_spectator_media_revocation(bigint),service_role,True
public,dv_collect_delete_empty_binder(uuid),anon,False
public,dv_collect_delete_empty_binder(uuid),authenticated,True
public,dv_collect_delete_empty_binder(uuid),service_role,False
public,"review_market_price_offer_v1(uuid,integer,numeric)",anon,False
public,"review_market_price_offer_v1(uuid,integer,numeric)",authenticated,True
public,"review_market_price_offer_v1(uuid,integer,numeric)",service_role,False
public,"create_market_offer_v3(uuid,integer,numeric,text,timestamp with time zone,text)",anon,False
public,"create_market_offer_v3(uuid,integer,numeric,text,timestamp with time zone,text)",authenticated,True
public,"create_market_offer_v3(uuid,integer,numeric,text,timestamp with time zone,text)",service_role,False
public,"prepare_fixed_price_market_offer_v1(uuid,integer,uuid,timestamp with time zone,text,boolean)",anon,False
public,"prepare_fixed_price_market_offer_v1(uuid,integer,uuid,timestamp with time zone,text,boolean)",authenticated,True
public,"prepare_fixed_price_market_offer_v1(uuid,integer,uuid,timestamp with time zone,text,boolean)",service_role,False
public,"release_fixed_price_market_offer_v1(uuid,text)",anon,False
public,"release_fixed_price_market_offer_v1(uuid,text)",authenticated,False
public,"release_fixed_price_market_offer_v1(uuid,text)",service_role,True
public,"accept_fixed_price_market_offer_v1(uuid,uuid,text,timestamp with time zone,boolean)",anon,False
public,"accept_fixed_price_market_offer_v1(uuid,uuid,text,timestamp with time zone,boolean)",authenticated,False
public,"accept_fixed_price_market_offer_v1(uuid,uuid,text,timestamp with time zone,boolean)",service_role,True
public,get_my_market_withdrawable_contracts(),anon,False
public,get_my_market_withdrawable_contracts(),authenticated,True
public,get_my_market_withdrawable_contracts(),service_role,False
public,"prepare_market_withdrawal_v1(uuid,text,text)",anon,False
public,"prepare_market_withdrawal_v1(uuid,text,text)",authenticated,True
public,"prepare_market_withdrawal_v1(uuid,text,text)",service_role,False
public,confirm_market_withdrawal_v1(uuid),anon,False
public,confirm_market_withdrawal_v1(uuid),authenticated,True
public,confirm_market_withdrawal_v1(uuid),service_role,False
public,get_market_legal_schema_readiness_v1(),anon,False
public,get_market_legal_schema_readiness_v1(),authenticated,True
public,get_market_legal_schema_readiness_v1(),service_role,False
public,has_duelvanta_privileged_session(),anon,False
